unnamed:_0,id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,is_premium_customer,age_group
92173,56070,Male,Loyal Customer,22,Personal Travel,Eco,2586,2,1,2,3,2,4,4,3,5,3,4,4,3,4,0,23.0,neutral or dissatisfied,23.0,0,Young Adult
92174,57159,Female,Loyal Customer,35,Personal Travel,Eco,1824,3,5,3,3,2,3,2,2,5,5,4,4,5,2,24,19.0,neutral or dissatisfied,43.0,0,Adult
92175,84702,Male,Loyal Customer,30,Business travel,Business,3875,5,2,5,5,5,5,5,5,5,4,4,4,4,5,0,0.0,satisfied,0.0,1,Young Adult
92176,118937,Male,Disloyal Customer,43,Business travel,Eco,1618,3,3,3,3,2,3,4,2,4,4,4,2,3,2,6,0.0,neutral or dissatisfied,6.0,0,Adult
92177,69031,Female,Disloyal Customer,45,Business travel,Business,1389,4,4,4,2,4,4,4,4,3,5,4,4,5,4,0,0.0,satisfied,0.0,0,Adult
92178,32918,Male,Loyal Customer,47,Personal Travel,Eco,101,3,5,3,1,3,3,3,3,4,3,5,5,4,3,0,0.0,neutral or dissatisfied,0.0,0,Mature
92179,104455,Male,Loyal Customer,59,Business travel,Business,1015,5,5,5,5,4,5,4,4,4,3,4,5,4,3,0,0.0,satisfied,0.0,1,Mature
92180,107356,Female,Disloyal Customer,39,Business travel,Eco,184,3,3,3,3,2,3,2,2,3,3,4,2,3,2,38,27.0,neutral or dissatisfied,65.0,0,Adult
92181,32556,Female,Loyal Customer,69,Business travel,Business,2595,3,3,3,3,4,3,3,5,5,5,5,2,5,1,0,0.0,satisfied,0.0,1,Senior
92182,111455,Female,Loyal Customer,48,Personal Travel,Eco,1024,0,2,0,4,5,4,4,2,2,0,2,3,2,1,14,7.0,satisfied,21.0,0,Mature
92183,96046,Female,Disloyal Customer,45,Business travel,Business,1069,4,4,4,3,3,4,1,3,5,4,5,4,5,3,3,0.0,satisfied,3.0,0,Adult
92184,128299,Female,Loyal Customer,40,Business travel,Business,3301,0,0,0,2,5,4,5,5,5,5,5,5,5,4,89,78.0,satisfied,167.0,1,Adult
92185,16302,Male,Loyal Customer,38,Business travel,Eco,594,3,4,2,2,3,4,3,3,2,5,3,4,5,3,0,1.0,satisfied,1.0,0,Adult
92186,44861,Male,Disloyal Customer,38,Business travel,Eco,585,3,0,3,1,2,3,2,2,4,4,5,3,4,2,0,5.0,neutral or dissatisfied,5.0,0,Adult
92187,65559,Female,Disloyal Customer,24,Business travel,Business,175,5,0,5,2,3,0,4,3,3,2,4,4,5,3,3,0.0,satisfied,3.0,0,Young Adult
92188,2931,Male,Loyal Customer,41,Personal Travel,Eco,859,1,5,1,1,5,1,5,5,4,2,5,5,4,5,0,98.0,neutral or dissatisfied,98.0,0,Adult
92189,72629,Male,Loyal Customer,22,Personal Travel,Eco,1017,1,0,1,5,1,1,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92190,126053,Male,Loyal Customer,28,Business travel,Business,600,1,1,1,1,4,5,4,4,4,2,5,3,5,4,0,0.0,satisfied,0.0,1,Young Adult
92191,75151,Male,Loyal Customer,45,Business travel,Eco,1726,1,5,5,5,2,1,2,2,3,3,4,2,4,2,102,90.0,neutral or dissatisfied,192.0,0,Adult
92192,31801,Male,Loyal Customer,39,Business travel,Eco Plus,2640,4,4,4,4,4,5,4,4,4,4,4,2,5,4,0,0.0,satisfied,0.0,1,Adult
92193,38427,Female,Loyal Customer,23,Personal Travel,Eco,965,1,1,1,1,1,1,1,1,4,2,2,4,1,1,30,27.0,neutral or dissatisfied,57.0,0,Young Adult
92194,82956,Female,Loyal Customer,34,Personal Travel,Business,1084,2,4,2,1,4,5,5,5,5,2,5,3,5,4,2,0.0,neutral or dissatisfied,2.0,1,Adult
92195,56027,Female,Disloyal Customer,27,Business travel,Eco,1064,1,1,1,3,1,2,2,1,2,4,3,2,3,2,5,62.0,neutral or dissatisfied,67.0,0,Young Adult
92196,46103,Female,Disloyal Customer,27,Business travel,Eco,1201,4,5,5,2,4,5,4,4,3,4,4,4,2,4,53,42.0,satisfied,95.0,0,Young Adult
92197,36248,Female,Disloyal Customer,23,Business travel,Eco,612,5,3,5,1,5,5,5,5,1,4,1,1,4,5,0,0.0,satisfied,0.0,0,Young Adult
92198,78154,Female,Disloyal Customer,39,Business travel,Business,259,2,2,2,5,2,2,2,2,4,5,4,5,5,2,0,8.0,neutral or dissatisfied,8.0,0,Adult
92199,86171,Male,Disloyal Customer,23,Business travel,Eco,226,4,3,4,4,4,4,4,4,1,3,3,4,4,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92200,103905,Female,Loyal Customer,77,Business travel,Eco Plus,869,4,5,5,5,2,4,3,4,4,4,4,1,4,2,0,0.0,neutral or dissatisfied,0.0,1,Senior
92201,88982,Male,Loyal Customer,35,Personal Travel,Eco,1199,1,2,1,3,4,1,3,4,4,3,3,3,4,4,0,0.0,neutral or dissatisfied,0.0,0,Adult
92202,120662,Female,Disloyal Customer,26,Business travel,Eco,280,3,3,3,3,2,3,2,2,3,1,3,1,3,2,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92203,24925,Male,Loyal Customer,36,Personal Travel,Eco,762,2,4,2,3,2,4,3,4,2,5,5,3,4,3,161,176.0,neutral or dissatisfied,337.0,0,Adult
92204,38443,Male,Disloyal Customer,27,Business travel,Eco,588,3,2,3,3,4,3,4,4,2,1,3,1,3,4,15,14.0,neutral or dissatisfied,29.0,0,Young Adult
92205,81102,Male,Loyal Customer,45,Business travel,Business,991,3,3,3,3,5,4,4,5,5,5,5,4,5,3,0,0.0,satisfied,0.0,1,Adult
92206,17336,Female,Disloyal Customer,30,Business travel,Eco,563,2,0,2,5,2,2,2,2,3,2,3,2,2,2,12,9.0,neutral or dissatisfied,21.0,0,Young Adult
92207,86616,Male,Loyal Customer,50,Business travel,Business,2392,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,0.0,1,Mature
92208,59643,Female,Disloyal Customer,17,Business travel,Eco,964,1,1,1,5,3,1,5,3,1,1,4,4,5,3,0,5.0,neutral or dissatisfied,5.0,0,Teen
92209,84043,Female,Loyal Customer,25,Personal Travel,Business,757,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0,27.0,neutral or dissatisfied,27.0,1,Young Adult
92210,13182,Female,Disloyal Customer,22,Business travel,Eco,419,3,3,3,3,3,3,3,3,3,2,3,5,5,3,0,6.0,neutral or dissatisfied,6.0,0,Young Adult
92211,114436,Male,Loyal Customer,52,Business travel,Business,1598,2,5,5,5,3,3,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied,0.0,1,Mature
92212,23490,Female,Loyal Customer,44,Business travel,Eco Plus,488,4,4,4,4,4,3,3,4,4,4,4,1,4,3,0,0.0,satisfied,0.0,1,Adult
92213,100479,Female,Loyal Customer,51,Business travel,Business,580,3,3,3,3,5,4,5,5,5,5,5,4,5,5,17,2.0,satisfied,19.0,1,Mature
92214,116792,Male,Loyal Customer,56,Personal Travel,Eco Plus,417,1,3,1,4,5,1,5,5,4,4,5,3,5,5,27,21.0,neutral or dissatisfied,48.0,1,Mature
92215,8584,Female,Loyal Customer,30,Personal Travel,Eco,308,0,4,0,3,2,0,2,2,3,4,5,4,4,2,0,0.0,satisfied,0.0,0,Young Adult
92216,37639,Female,Loyal Customer,70,Personal Travel,Eco,972,2,2,2,4,4,3,3,3,3,2,3,4,3,2,11,0.0,neutral or dissatisfied,11.0,0,Senior
92217,99534,Male,Disloyal Customer,22,Business travel,Business,808,4,0,4,2,2,4,2,2,5,2,5,5,5,2,0,0.0,satisfied,0.0,0,Young Adult
92218,2110,Male,Loyal Customer,37,Business travel,Eco Plus,412,1,3,3,3,1,1,1,1,1,4,2,1,1,1,0,0.0,neutral or dissatisfied,0.0,1,Adult
92219,44940,Male,Disloyal Customer,26,Business travel,Eco,334,2,4,2,5,5,2,5,5,5,2,4,5,5,5,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92220,73861,Male,Loyal Customer,46,Business travel,Business,1709,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,13.0,satisfied,13.0,1,Mature
92221,92383,Female,Loyal Customer,55,Business travel,Business,2139,2,2,2,2,5,5,4,4,4,4,4,5,4,5,27,12.0,satisfied,39.0,1,Mature
92222,68967,Male,Loyal Customer,50,Business travel,Eco,700,3,2,2,2,3,3,3,3,2,5,2,1,2,3,34,27.0,neutral or dissatisfied,61.0,0,Mature
92223,46519,Male,Disloyal Customer,59,Business travel,Eco,125,2,5,2,4,5,2,2,5,2,5,5,1,5,5,35,29.0,neutral or dissatisfied,64.0,0,Mature
92224,5545,Female,Loyal Customer,57,Personal Travel,Eco,431,0,5,0,2,2,5,5,5,5,0,5,3,5,5,0,0.0,satisfied,0.0,0,Mature
92225,96152,Female,Loyal Customer,58,Business travel,Business,546,5,5,5,5,2,1,1,3,2,4,5,1,5,1,294,288.0,satisfied,582.0,1,Mature
92226,30573,Female,Loyal Customer,54,Business travel,Business,628,2,4,4,4,2,2,2,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied,0.0,1,Mature
92227,7794,Female,Disloyal Customer,30,Business travel,Business,710,4,5,5,4,5,5,5,5,3,2,4,4,4,5,44,48.0,satisfied,92.0,0,Young Adult
92228,49357,Male,Disloyal Customer,44,Business travel,Eco,308,4,4,4,2,4,4,4,4,4,4,1,4,3,4,58,77.0,satisfied,135.0,0,Adult
92229,14217,Female,Loyal Customer,21,Personal Travel,Eco,714,3,4,3,1,4,3,4,4,3,5,5,3,5,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92230,106879,Male,Loyal Customer,23,Business travel,Business,3150,1,1,4,1,4,5,4,4,3,4,5,4,4,4,0,0.0,satisfied,0.0,1,Young Adult
92231,93787,Male,Disloyal Customer,24,Business travel,Eco,1259,2,2,2,3,5,2,5,5,3,3,5,5,5,5,8,0.0,neutral or dissatisfied,8.0,0,Young Adult
92232,68101,Male,Loyal Customer,56,Business travel,Eco,413,3,5,2,5,3,3,3,3,4,4,2,1,2,3,0,0.0,neutral or dissatisfied,0.0,0,Mature
92233,18787,Male,Loyal Customer,37,Business travel,Eco,448,4,4,4,4,4,4,4,4,4,5,2,2,5,4,1,0.0,satisfied,1.0,0,Adult
92234,127951,Male,Loyal Customer,57,Business travel,Business,1999,3,3,5,3,3,4,5,4,4,4,4,4,4,4,39,43.0,satisfied,82.0,1,Mature
92235,54025,Female,Loyal Customer,45,Personal Travel,Eco,1091,4,1,4,3,5,3,4,4,4,4,4,2,4,2,2,0.0,neutral or dissatisfied,2.0,0,Adult
92236,84879,Male,Loyal Customer,43,Personal Travel,Eco,547,2,3,2,4,5,2,3,5,4,3,3,4,3,5,0,0.0,neutral or dissatisfied,0.0,0,Adult
92237,48344,Female,Disloyal Customer,29,Business travel,Eco,522,2,4,2,3,2,2,5,2,4,2,3,3,3,2,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92238,103480,Female,Loyal Customer,49,Business travel,Business,3496,1,1,1,1,5,5,5,4,3,4,4,5,3,5,188,242.0,satisfied,430.0,1,Mature
92239,108742,Male,Disloyal Customer,25,Business travel,Business,581,4,0,4,3,4,4,4,4,3,5,4,3,5,4,17,2.0,satisfied,19.0,0,Young Adult
92240,128017,Male,Loyal Customer,45,Business travel,Business,1440,4,4,4,4,5,4,5,4,4,4,4,5,4,4,83,84.0,satisfied,167.0,1,Adult
92241,111075,Male,Loyal Customer,7,Personal Travel,Eco,268,2,5,2,3,5,2,5,5,3,2,4,2,2,5,73,64.0,neutral or dissatisfied,137.0,0,Teen
92242,60365,Female,Disloyal Customer,34,Business travel,Business,1452,3,3,3,2,4,3,2,4,3,3,5,4,5,4,5,0.0,neutral or dissatisfied,5.0,0,Adult
92243,48512,Male,Loyal Customer,42,Business travel,Business,845,3,4,3,3,5,4,5,5,5,5,5,1,5,4,0,0.0,satisfied,0.0,1,Adult
92244,125498,Female,Loyal Customer,50,Business travel,Business,2750,2,2,2,2,2,5,4,4,4,4,4,3,4,3,6,0.0,satisfied,6.0,1,Mature
92245,17605,Female,Loyal Customer,50,Business travel,Business,3462,1,1,1,1,2,4,4,4,4,4,5,2,4,5,0,0.0,satisfied,0.0,1,Mature
92246,17808,Male,Loyal Customer,46,Business travel,Business,1075,1,4,4,4,5,3,3,1,1,1,1,1,1,3,0,6.0,neutral or dissatisfied,6.0,1,Mature
92247,126835,Male,Disloyal Customer,29,Business travel,Eco,1491,2,2,2,4,1,2,3,1,2,2,3,1,3,1,6,3.0,neutral or dissatisfied,9.0,0,Young Adult
92248,124280,Female,Loyal Customer,46,Business travel,Eco,601,3,4,4,4,2,4,4,3,3,3,3,1,3,3,2,0.0,neutral or dissatisfied,2.0,0,Mature
92249,13040,Male,Loyal Customer,15,Personal Travel,Eco,438,3,5,3,1,3,3,3,3,4,3,5,3,5,3,0,0.0,neutral or dissatisfied,0.0,0,Teen
92250,40091,Female,Loyal Customer,40,Business travel,Business,200,1,1,1,1,5,2,2,4,4,4,4,5,4,2,0,0.0,satisfied,0.0,1,Adult
92251,7965,Male,Loyal Customer,66,Personal Travel,Eco,594,2,2,2,3,3,2,3,3,3,3,3,1,3,3,0,11.0,neutral or dissatisfied,11.0,0,Senior
92252,20157,Female,Loyal Customer,23,Business travel,Business,1553,1,1,2,1,5,5,5,5,5,1,1,1,4,5,13,0.0,satisfied,13.0,1,Young Adult
92253,9723,Male,Loyal Customer,61,Personal Travel,Eco,199,3,5,3,2,5,3,5,5,5,3,5,3,2,5,0,0.0,neutral or dissatisfied,0.0,0,Senior
92254,79112,Female,Loyal Customer,36,Personal Travel,Eco,377,4,4,4,4,5,4,2,5,3,1,3,2,3,5,0,0.0,neutral or dissatisfied,0.0,0,Adult
92255,38195,Male,Loyal Customer,58,Personal Travel,Eco,1185,3,4,3,3,2,3,2,2,4,2,3,2,3,2,13,0.0,neutral or dissatisfied,13.0,0,Mature
92256,81014,Male,Loyal Customer,42,Business travel,Business,1399,2,2,2,2,2,4,4,4,4,4,4,3,4,5,55,54.0,satisfied,109.0,1,Adult
92257,103237,Female,Disloyal Customer,20,Business travel,Eco,409,1,1,1,3,4,1,4,4,4,1,3,4,2,4,31,28.0,neutral or dissatisfied,59.0,0,Young Adult
92258,126623,Female,Loyal Customer,22,Business travel,Business,1610,2,2,2,2,2,2,2,2,3,2,5,5,4,2,0,6.0,satisfied,6.0,1,Young Adult
92259,38660,Female,Loyal Customer,45,Business travel,Business,1111,1,1,1,1,3,3,2,5,5,5,5,3,5,4,0,0.0,satisfied,0.0,1,Adult
92260,123006,Male,Loyal Customer,60,Business travel,Business,3261,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,9.0,satisfied,9.0,1,Mature
92261,108695,Female,Loyal Customer,64,Personal Travel,Eco,577,1,4,1,1,3,5,4,2,2,1,5,4,2,5,34,36.0,neutral or dissatisfied,70.0,0,Senior
92262,109727,Female,Loyal Customer,37,Business travel,Eco,468,5,3,3,3,5,5,5,5,1,3,3,3,2,5,17,8.0,satisfied,25.0,0,Adult
92263,55097,Female,Loyal Customer,36,Business travel,Business,1009,4,2,2,2,4,3,4,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied,0.0,1,Adult
92264,99942,Female,Loyal Customer,48,Business travel,Business,1986,3,1,4,1,1,4,3,3,3,3,3,4,3,3,0,1.0,neutral or dissatisfied,1.0,1,Mature
92265,46049,Male,Loyal Customer,54,Personal Travel,Eco,991,2,5,1,3,4,1,4,4,5,2,4,4,5,4,6,13.0,neutral or dissatisfied,19.0,0,Mature
92266,128087,Female,Disloyal Customer,44,Business travel,Eco,995,3,3,3,4,3,3,3,2,5,3,3,3,1,3,34,36.0,neutral or dissatisfied,70.0,0,Adult
92267,99227,Female,Loyal Customer,34,Business travel,Business,2570,1,4,5,4,5,4,4,1,1,1,1,4,1,4,6,3.0,neutral or dissatisfied,9.0,1,Adult
92268,15440,Female,Loyal Customer,41,Business travel,Eco,164,1,2,2,2,1,1,1,1,3,3,3,3,3,1,0,0.0,neutral or dissatisfied,0.0,0,Adult
92269,60962,Female,Loyal Customer,29,Business travel,Business,1721,2,4,4,4,2,3,2,2,1,1,3,2,3,2,56,72.0,neutral or dissatisfied,128.0,1,Young Adult
92270,128683,Male,Loyal Customer,67,Personal Travel,Eco,2419,2,4,2,2,2,4,4,3,4,2,3,4,2,4,52,53.0,neutral or dissatisfied,105.0,0,Senior
92271,81981,Female,Loyal Customer,51,Business travel,Eco,1589,2,3,3,3,1,1,2,2,2,2,2,2,2,1,29,39.0,neutral or dissatisfied,68.0,0,Mature
92272,12055,Female,Loyal Customer,61,Business travel,Business,376,2,2,1,2,4,4,3,2,2,2,2,2,2,4,69,58.0,neutral or dissatisfied,127.0,1,Senior
92273,77028,Male,Loyal Customer,16,Business travel,Eco,422,4,4,4,4,4,5,4,4,2,1,5,5,2,4,0,0.0,satisfied,0.0,0,Teen
92274,14501,Male,Loyal Customer,59,Business travel,Eco,328,4,4,4,4,4,4,4,4,3,2,3,2,4,4,0,0.0,neutral or dissatisfied,0.0,0,Mature
92275,5539,Female,Loyal Customer,36,Personal Travel,Eco,404,1,5,1,4,4,1,4,4,4,3,4,4,5,4,0,6.0,neutral or dissatisfied,6.0,0,Adult
92276,21639,Male,Loyal Customer,10,Personal Travel,Eco,780,2,5,2,2,4,2,3,4,3,2,4,5,4,4,0,0.0,neutral or dissatisfied,0.0,0,Teen
92277,55413,Female,Loyal Customer,67,Personal Travel,Eco,1290,3,5,2,1,3,5,4,5,5,2,5,3,5,3,47,11.0,neutral or dissatisfied,58.0,0,Senior
92278,59553,Female,Loyal Customer,53,Business travel,Business,854,5,5,5,5,2,5,4,4,4,4,4,5,4,3,17,0.0,satisfied,17.0,1,Mature
92279,54696,Male,Disloyal Customer,24,Business travel,Eco,787,3,3,3,3,4,3,4,4,3,4,4,2,3,4,0,7.0,neutral or dissatisfied,7.0,0,Young Adult
92280,86456,Female,Loyal Customer,31,Business travel,Business,1727,1,1,5,1,5,5,5,5,5,5,4,5,4,5,14,3.0,satisfied,17.0,1,Adult
92281,108872,Female,Loyal Customer,26,Business travel,Business,1587,5,5,5,5,4,5,4,4,4,4,5,5,4,4,15,4.0,satisfied,19.0,1,Young Adult
92282,68891,Male,Loyal Customer,33,Business travel,Eco,1061,4,4,4,4,4,4,4,4,5,4,4,1,2,4,0,2.0,satisfied,2.0,0,Adult
92283,14366,Male,Loyal Customer,65,Personal Travel,Eco,948,3,3,3,3,3,3,2,3,1,3,2,1,2,3,0,0.0,neutral or dissatisfied,0.0,0,Senior
92284,50739,Female,Loyal Customer,47,Personal Travel,Eco,86,1,5,1,4,2,3,3,4,4,1,4,1,4,5,112,112.0,neutral or dissatisfied,224.0,0,Mature
92285,82828,Female,Loyal Customer,23,Business travel,Business,594,5,5,4,5,3,4,3,3,5,5,4,3,4,3,0,0.0,satisfied,0.0,1,Young Adult
92286,111525,Male,Loyal Customer,42,Business travel,Business,3208,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Adult
92287,70828,Male,Loyal Customer,51,Business travel,Business,761,4,4,4,4,4,5,4,5,5,5,5,5,5,5,125,121.0,satisfied,246.0,1,Mature
92288,89259,Female,Loyal Customer,57,Business travel,Business,453,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied,0.0,1,Mature
92289,16553,Female,Loyal Customer,36,Business travel,Eco,1092,4,2,2,2,4,4,4,4,1,2,3,2,4,4,0,0.0,satisfied,0.0,0,Adult
92290,107169,Male,Loyal Customer,58,Business travel,Business,3441,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied,0.0,1,Mature
92291,67912,Male,Loyal Customer,67,Personal Travel,Eco,1313,2,5,2,3,3,2,3,3,3,5,5,4,5,3,21,13.0,neutral or dissatisfied,34.0,0,Senior
92292,6189,Male,Loyal Customer,13,Personal Travel,Eco,475,0,3,0,1,2,0,2,2,2,1,3,5,1,2,0,0.0,satisfied,0.0,0,Teen
92293,29462,Male,Loyal Customer,47,Personal Travel,Eco,421,4,5,4,4,4,4,4,4,5,3,4,2,3,4,2,9.0,neutral or dissatisfied,11.0,0,Mature
92294,102916,Female,Disloyal Customer,37,Business travel,Business,317,2,2,2,4,2,2,2,2,3,4,5,5,4,2,1,0.0,satisfied,1.0,0,Adult
92295,123080,Male,Loyal Customer,60,Business travel,Business,600,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,0.0,1,Mature
92296,28230,Female,Loyal Customer,36,Business travel,Business,1009,3,4,3,3,2,4,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied,0.0,1,Adult
92297,56253,Female,Loyal Customer,57,Business travel,Business,2664,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,0.0,1,Mature
92298,58769,Female,Disloyal Customer,23,Business travel,Eco,1012,3,3,3,4,1,3,1,1,4,3,4,4,4,1,0,3.0,neutral or dissatisfied,3.0,0,Young Adult
92299,37809,Male,Loyal Customer,25,Personal Travel,Eco Plus,944,3,5,3,4,3,3,3,3,4,2,2,1,5,3,2,1.0,neutral or dissatisfied,3.0,1,Young Adult
92300,10333,Female,Loyal Customer,43,Business travel,Business,3824,5,5,5,5,5,4,4,4,4,5,4,3,4,4,1,0.0,satisfied,1.0,1,Adult
92301,78332,Male,Disloyal Customer,30,Business travel,Business,1547,5,5,5,4,4,5,4,4,5,5,5,5,5,4,0,0.0,satisfied,0.0,0,Young Adult
92302,67359,Male,Loyal Customer,54,Business travel,Business,3590,3,3,3,3,5,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Mature
92303,66805,Female,Loyal Customer,70,Personal Travel,Business,731,2,2,3,4,4,4,4,1,1,3,1,3,1,2,0,0.0,neutral or dissatisfied,0.0,1,Senior
92304,23796,Male,Loyal Customer,40,Business travel,Eco,438,2,4,4,4,2,3,2,2,4,3,1,5,1,2,0,0.0,satisfied,0.0,0,Adult
92305,128174,Male,Disloyal Customer,65,Business travel,Business,349,3,3,3,3,2,3,2,2,3,2,4,3,4,2,3,0.0,neutral or dissatisfied,3.0,0,Senior
92306,91130,Male,Loyal Customer,68,Personal Travel,Eco,366,3,5,3,5,4,3,4,4,3,5,5,1,2,4,0,0.0,neutral or dissatisfied,0.0,0,Senior
92307,12761,Male,Loyal Customer,7,Personal Travel,Eco,689,2,4,2,3,1,2,1,1,3,2,4,4,4,1,2,0.0,neutral or dissatisfied,2.0,0,Teen
92308,42494,Male,Loyal Customer,55,Business travel,Eco Plus,693,1,1,1,1,1,1,1,3,1,3,3,1,4,1,259,248.0,neutral or dissatisfied,507.0,1,Mature
92309,128722,Male,Loyal Customer,36,Personal Travel,Eco,1464,5,1,5,3,1,5,1,1,1,3,2,4,3,1,0,0.0,satisfied,0.0,0,Adult
92310,108766,Female,Disloyal Customer,21,Business travel,Eco,404,5,4,5,2,4,5,4,4,4,5,4,3,5,4,32,33.0,satisfied,65.0,0,Young Adult
92311,109201,Female,Loyal Customer,28,Business travel,Eco,612,3,3,4,3,3,3,3,3,1,5,4,2,4,3,17,11.0,neutral or dissatisfied,28.0,0,Young Adult
92312,86497,Female,Loyal Customer,29,Personal Travel,Eco,762,1,4,1,3,3,1,3,3,3,2,5,5,5,3,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
92313,101860,Female,Loyal Customer,65,Personal Travel,Eco,519,4,5,4,2,4,5,5,2,2,4,2,4,2,3,0,0.0,satisfied,0.0,0,Senior
92314,25248,Female,Loyal Customer,47,Business travel,Eco Plus,787,5,2,3,2,5,3,2,5,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Mature
92315,30235,Female,Loyal Customer,43,Business travel,Eco,826,3,2,2,2,2,2,2,3,3,3,3,1,3,4,12,30.0,neutral or dissatisfied,42.0,0,Adult
92316,99723,Female,Disloyal Customer,23,Business travel,Business,255,0,3,0,3,5,0,5,5,4,2,4,5,4,5,4,6.0,satisfied,10.0,0,Young Adult
92317,115600,Female,Loyal Customer,24,Business travel,Business,2956,2,2,3,2,5,5,5,5,5,5,5,5,4,5,0,0.0,satisfied,0.0,1,Young Adult
92318,7861,Male,Loyal Customer,36,Business travel,Business,1693,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,16.0,satisfied,16.0,1,Adult
92319,84128,Female,Loyal Customer,38,Business travel,Business,1569,2,5,5,5,5,3,4,2,2,3,2,2,2,2,0,2.0,neutral or dissatisfied,2.0,1,Adult
92320,108603,Female,Loyal Customer,45,Business travel,Business,696,2,2,2,2,1,4,4,2,2,2,2,3,2,1,44,30.0,neutral or dissatisfied,74.0,1,Adult
92321,108385,Female,Loyal Customer,57,Personal Travel,Eco,1855,3,4,3,3,1,3,3,5,5,3,5,4,5,2,51,61.0,neutral or dissatisfied,112.0,0,Mature
92322,120623,Male,Disloyal Customer,61,Business travel,Business,280,1,0,0,3,1,3,3,4,4,5,4,3,3,3,147,136.0,neutral or dissatisfied,283.0,0,Senior
92323,5767,Female,Loyal Customer,55,Business travel,Business,1997,1,1,1,1,4,5,4,2,2,2,2,4,2,4,0,0.0,satisfied,0.0,1,Mature
92324,49577,Female,Loyal Customer,60,Business travel,Business,308,2,2,2,2,3,3,5,5,5,5,5,2,5,2,8,16.0,satisfied,24.0,1,Mature
92325,103988,Female,Loyal Customer,38,Business travel,Business,1363,3,3,3,3,3,5,5,5,5,5,5,4,5,3,14,8.0,satisfied,22.0,1,Adult
92326,29542,Male,Loyal Customer,48,Business travel,Business,1448,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,0.0,1,Mature
92327,90047,Female,Loyal Customer,34,Business travel,Business,2417,2,2,2,2,3,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,0.0,1,Adult
92328,13916,Male,Loyal Customer,34,Business travel,Business,2682,3,3,3,3,2,3,5,5,5,5,5,1,5,3,68,63.0,satisfied,131.0,1,Adult
92329,101101,Male,Loyal Customer,46,Business travel,Business,2082,5,5,4,5,4,4,5,4,4,4,4,5,4,3,14,4.0,satisfied,18.0,1,Mature
92330,80557,Male,Loyal Customer,58,Business travel,Business,1747,1,1,2,1,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied,0.0,1,Mature
92331,124203,Female,Loyal Customer,22,Business travel,Business,2176,2,4,3,3,2,2,2,2,2,1,3,2,4,2,18,4.0,neutral or dissatisfied,22.0,1,Young Adult
92332,44005,Male,Loyal Customer,37,Business travel,Business,2869,3,3,3,3,3,2,3,5,5,5,5,1,5,1,2,0.0,satisfied,2.0,1,Adult
92333,50855,Male,Loyal Customer,31,Personal Travel,Eco,373,2,3,2,5,4,2,4,4,1,2,1,4,2,4,0,33.0,neutral or dissatisfied,33.0,0,Adult
92334,110709,Female,Loyal Customer,35,Business travel,Business,2728,1,1,1,1,2,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,0.0,1,Adult
92335,119485,Female,Disloyal Customer,36,Business travel,Business,759,4,4,4,2,5,4,5,5,4,2,4,4,5,5,0,0.0,neutral or dissatisfied,0.0,0,Adult
92336,121353,Female,Loyal Customer,36,Personal Travel,Eco,430,4,4,4,2,2,4,1,2,3,2,4,5,4,2,0,0.0,neutral or dissatisfied,0.0,0,Adult
92337,115631,Male,Loyal Customer,64,Business travel,Business,3656,3,4,4,4,3,3,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,0.0,1,Senior
